# NOS Active station ID|Name|URN|Lat|Lon
9453220|Yakutat, Yakutat Bay, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9453220|59.5485|-139.7334
9454050|Cordova, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9454050|60.5583|-145.753
9454240|Valdez, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9454240|61.125|-146.362
9455090|Seward, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9455090|60.12|-149.4267
9455500|Seldovia, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9455500|59.4405|-151.7199
9455760|Nikiski, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9455760|60.6833|-151.398
9455920|Anchorage, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9455920|61.2383|-149.89
9457292|Kodiak Island, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9457292|57.7317|-152.512
9457804|Alitak, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9457804|56.8983|-154.247
9459450|Sand Point, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9459450|55.3367|-160.502
9459881|King Cove, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9459881|55.0617|-162.327
9461380|Adak Island, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9461380|51.8633|-176.632
9461710|Atka, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9461710|52.2317|-174.173
9462450|Nikolski, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9462450|52.9406|-168.8713
9462620|Unalaska, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9462620|53.88|-166.537
9463502|Port Moller, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9463502|55.99|-160.562
9464212|Village Cove, St Paul Island, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9464212|57.1253|-170.2852
9468756|Nome, Norton Sound, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9468756|64.5|-165.43
9491094|Red Dog Dock, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9491094|67.5767|-164.065
9497645|Prudhoe Bay, AK|urn:ioos:station:NOAA.NOS.CO-OPS:9497645|70.4|-148.527
9751364|Christiansted Harbor, St Croix, VI|urn:ioos:station:NOAA.NOS.CO-OPS:9751364|17.75|-64.705
9751381|Lameshur Bay, St John, VI|urn:ioos:station:NOAA.NOS.CO-OPS:9751381|18.3182|-64.7242
9751401|Lime Tree Bay, VI|urn:ioos:station:NOAA.NOS.CO-OPS:9751401|17.6947|-64.7538
9751639|Charlotte Amalie, VI|urn:ioos:station:NOAA.NOS.CO-OPS:9751639|18.3358|-64.92
9752619|Isabel Segunda, Vieques Island, PR|urn:ioos:station:NOAA.NOS.CO-OPS:9752619|18.1525|-65.4438
9752695|Esperanza, Vieques Island, PR|urn:ioos:station:NOAA.NOS.CO-OPS:9752695|18.0939|-65.4714
9753216|Fajardo, PR|urn:ioos:station:NOAA.NOS.CO-OPS:9753216|18.3352|-65.6311
9754228|Yabucoa Harbor, PR|urn:ioos:station:NOAA.NOS.CO-OPS:9754228|18.0551|-65.833
9755371|San Juan, PR|urn:ioos:station:NOAA.NOS.CO-OPS:9755371|18.4589|-66.1164
9757809|Arecibo, PR|urn:ioos:station:NOAA.NOS.CO-OPS:9757809|18.4805|-66.7024
9759110|Magueyes Island, PR|urn:ioos:station:NOAA.NOS.CO-OPS:9759110|17.9701|-67.0464
9759394|Mayaguez, PR|urn:ioos:station:NOAA.NOS.CO-OPS:9759394|18.22|-67.16
9759938|Mona Island, PR|urn:ioos:station:NOAA.NOS.CO-OPS:9759938|18.0899|-67.9385
9761115|Barbuda|urn:ioos:station:NOAA.NOS.CO-OPS:9761115|17.5907|-61.8206
